Provider_Clean,ContractTitle_Clean,ContractNumber_Clean,ds,ForecastSpend,yhat_lower,yhat_upper
Spotless Facility Services Pty Ltd,Street cleaning,3669,2029-10-01,33287876.17551204,27771575.37595344,38423823.10248693
Spotless Facility Services Pty Ltd,Street cleaning,3669,2029-11-01,33813301.81457434,28559810.7624243,39066162.02968196
Spotless Facility Services Pty Ltd,Street cleaning,3669,2029-12-01,32998035.599504087,27088285.719827656,38529595.05429348
Spotless Facility Services Pty Ltd,Street cleaning,3669,2030-01-01,28831471.575615674,23153102.723938134,34688838.86036872
Spotless Facility Services Pty Ltd,Street cleaning,3669,2030-02-01,29624053.69474114,24406190.388271324,35270312.26473098
Spotless Facility Services Pty Ltd,Street cleaning,3669,2030-03-01,32745043.114211205,27089824.39807666,38151170.26232114
Spotless Facility Services Pty Ltd,Street cleaning,3669,2030-04-01,29886360.93940799,24217058.784135345,35548125.62648459
Spotless Facility Services Pty Ltd,Street cleaning,3669,2030-05-01,32913281.63331377,27432901.10580233,38745763.68033231
Spotless Facility Services Pty Ltd,Street cleaning,3669,2030-06-01,31490038.25440311,25756451.26709236,36970136.51356209
Spotless Facility Services Pty Ltd,Street cleaning,3669,2030-07-01,31651578.68165146,25944106.85035813,36857939.32409155
Spotless Facility Services Pty Ltd,Street cleaning,3669,2030-08-01,31965089.964979816,26584191.360820383,37640041.76302578
Spotless Facility Services Pty Ltd,Street cleaning,3669,2030-09-01,31021348.405619755,25173290.7591589,36561429.54181218
Spotless Facility Services Pty Ltd,Street cleaning,3669,2030-10-01,33253618.850989178,27591658.40786165,38811126.33027788
Spotless Facility Services Pty Ltd,Street cleaning,3669,2030-11-01,32234533.03569511,26389759.498532437,37954705.383111656
Spotless Facility Services Pty Ltd,Street cleaning,3669,2030-12-01,31570383.48916192,26056264.77118605,37578088.78150324
Spotless Facility Services Pty Ltd,Street cleaning,3669,2031-01-01,28980057.114037585,23798486.63415941,34699781.26548316
Victorian YMCA Community Programming Pty Ltd,Management of Active Melbourne recreation facilities,3615,2025-01-01,29614918.52712318,24506797.11631917,35048152.02479802
Victorian YMCA Community Programming Pty Ltd,Management of Active Melbourne recreation facilities,3615,2025-02-01,33257560.43922355,27922335.163795423,38513322.33464757
Victorian YMCA Community Programming Pty Ltd,Management of Active Melbourne recreation facilities,3615,2025-03-01,37309304.12622562,31694768.84208219,42639715.27055592
Victorian YMCA Community Programming Pty Ltd,Management of Active Melbourne recreation facilities,3615,2025-04-01,36463689.06607734,31386368.81229301,41908656.61753893
Victorian YMCA Community Programming Pty Ltd,Management of Active Melbourne recreation facilities,3615,2025-05-01,35028833.43982808,30151487.645833563,40198748.704338506
Victorian YMCA Community Programming Pty Ltd,Management of Active Melbourne recreation facilities,3615,2025-06-01,36958146.65546281,31607185.41058671,41833069.27470376
Victorian YMCA Community Programming Pty Ltd,Management of Active Melbourne recreation facilities,3615,2025-07-01,34106649.38063893,28834260.496900007,39189464.26375257
Victorian YMCA Community Programming Pty Ltd,Management of Active Melbourne recreation facilities,3615,2025-08-01,36322102.56633525,30679007.799988408,41476529.06665517
Victorian YMCA Community Programming Pty Ltd,Management of Active Melbourne recreation facilities,3615,2025-09-01,36596797.560154304,31502556.11331433,41476735.24780181
Victorian YMCA Community Programming Pty Ltd,Management of Active Melbourne recreation facilities,3615,2025-10-01,35115521.14227772,29621965.67648567,39967977.2534684
Victorian YMCA Community Programming Pty Ltd,Management of Active Melbourne recreation facilities,3615,2025-11-01,34358573.42776009,29081951.24911,39479900.08629339
Victorian YMCA Community Programming Pty Ltd,Management of Active Melbourne recreation facilities,3615,2025-12-01,37367030.06119051,31956024.86086128,42405363.99065149
Victorian YMCA Community Programming Pty Ltd,Management of Active Melbourne recreation facilities,3615,2026-01-01,30630916.742101453,25519077.668417394,35844985.308837324
Victorian YMCA Community Programming Pty Ltd,Management of Active Melbourne recreation facilities,3615,2026-02-01,31698506.986519057,26229654.59565396,37108828.36412555
Victorian YMCA Community Programming Pty Ltd,Management of Active Melbourne recreation facilities,3615,2026-03-01,35422046.147057526,30254915.85935145,40516174.36152069
Victorian YMCA Community Programming Pty Ltd,Management of Active Melbourne recreation facilities,3615,2026-04-01,35928893.15349546,30741351.753041543,41118348.49289824
Victorian YMCA Community Programming Pty Ltd,Management of Active Melbourne recreation facilities,3615,2026-05-01,33912141.54153829,28529131.234579798,38888767.95303761
Victorian YMCA Community Programming Pty Ltd,Management of Active Melbourne recreation facilities,3615,2026-06-01,36258340.10054056,30956737.824125763,41451472.06112431
Victorian YMCA Community Programming Pty Ltd,Management of Active Melbourne recreation facilities,3615,2026-07-01,33385605.02639798,28213319.328313567,38675242.38025895
Victorian YMCA Community Programming Pty Ltd,Management of Active Melbourne recreation facilities,3615,2026-08-01,36253592.84446702,30950330.347145274,41497899.8008384
Victorian YMCA Community Programming Pty Ltd,Management of Active Melbourne recreation facilities,3615,2026-09-01,34033724.74776708,28991167.71067877,38796671.40322965
Victorian YMCA Community Programming Pty Ltd,Management of Active Melbourne recreation facilities,3615,2026-10-01,34251597.05782792,28886219.449978963,39673958.82486956
Victorian YMCA Community Programming Pty Ltd,Management of Active Melbourne recreation facilities,3615,2026-11-01,33828759.2829463,28443429.952074155,39158425.78837019
Victorian YMCA Community Programming Pty Ltd,Management of Active Melbourne recreation facilities,3615,2026-12-01,35630620.60200857,30329733.2300142,40721006.63196996
Victorian YMCA Community Programming Pty Ltd,Management of Active Melbourne recreation facilities,3615,2027-01-01,31644602.53489652,26335115.334030047,36873506.22279004
Victorian YMCA Community Programming Pty Ltd,Management of Active Melbourne recreation facilities,3615,2027-02-01,30102612.06704932,24968879.821074914,35273127.77112189
Victorian YMCA Community Programming Pty Ltd,Management of Active Melbourne recreation facilities,3615,2027-03-01,33545433.053988617,28299591.578830343,38613202.067470245
Victorian YMCA Community Programming Pty Ltd,Management of Active Melbourne recreation facilities,3615,2027-04-01,35408942.58493761,30313518.50308328,40832533.15096368
Victorian YMCA Community Programming Pty Ltd,Management of Active Melbourne recreation facilities,3615,2027-05-01,32801670.63698235,27442784.411047425,37940812.09032092
Victorian YMCA Community Programming Pty Ltd,Management of Active Melbourne recreation facilities,3615,2027-06-01,35565091.03550841,30389281.241581388,40662400.52948482
Victorian YMCA Community Programming Pty Ltd,Management of Active Melbourne recreation facilities,3615,2027-07-01,32665540.726145733,27193215.917521376,37797783.64526608
Victorian YMCA Community Programming Pty Ltd,Management of Active Melbourne recreation facilities,3615,2027-08-01,36155601.12651456,31075875.00960581,41219161.190814
Victorian YMCA Community Programming Pty Ltd,Management of Active Melbourne recreation facilities,3615,2027-09-01,31457734.196925037,26136658.503041063,37103081.542256296
Victorian YMCA Community Programming Pty Ltd,Management of Active Melbourne recreation facilities,3615,2027-10-01,33412111.05599916,28177806.067476083,38661156.43688509
Victorian YMCA Community Programming Pty Ltd,Management of Active Melbourne recreation facilities,3615,2027-11-01,33302149.405141152,27604219.116917133,38307185.76850424
Victorian YMCA Community Programming Pty Ltd,Management of Active Melbourne recreation facilities,3615,2027-12-01,33912441.96779871,28945756.5911403,39126741.03480909
Victorian YMCA Community Programming Pty Ltd,Management of Active Melbourne recreation facilities,3615,2028-01-01,32654066.37342521,27163493.477330487,37940455.838541314
Victorian YMCA Community Programming Pty Ltd,Management of Active Melbourne recreation facilities,3615,2028-02-01,28470241.418817326,23088530.182688896,34012005.65319633
Victorian YMCA Community Programming Pty Ltd,Management of Active Melbourne recreation facilities,3615,2028-03-01,35345599.27886889,29994287.07824968,40310535.38561581
Victorian YMCA Community Programming Pty Ltd,Management of Active Melbourne recreation facilities,3615,2028-04-01,33153027.09120813,27642378.199571136,38659403.82615096
Victorian YMCA Community Programming Pty Ltd,Management of Active Melbourne recreation facilities,3615,2028-05-01,32291340.66212127,26831748.247708414,37261867.75759227
Victorian YMCA Community Programming Pty Ltd,Management of Active Melbourne recreation facilities,3615,2028-06-01,33804478.967853025,28249578.586026914,38876306.542734414
Victorian YMCA Community Programming Pty Ltd,Management of Active Melbourne recreation facilities,3615,2028-07-01,30968849.693156447,25886205.127099253,36294358.85395325
Victorian YMCA Community Programming Pty Ltd,Management of Active Melbourne recreation facilities,3615,2028-08-01,32501364.969056938,26862347.74810212,37435801.99531615
Victorian YMCA Community Programming Pty Ltd,Management of Active Melbourne recreation facilities,3615,2028-09-01,35284874.473681375,29972807.49940293,40334913.66472504
Victorian YMCA Community Programming Pty Ltd,Management of Active Melbourne recreation facilities,3615,2028-10-01,32143211.11286588,26835540.21922642,37518906.92864449
Victorian YMCA Community Programming Pty Ltd,Management of Active Melbourne recreation facilities,3615,2028-11-01,31031489.54428526,26142475.177579094,36860639.055806026
Victorian YMCA Community Programming Pty Ltd,Management of Active Melbourne recreation facilities,3615,2028-12-01,35261036.770377696,30204223.306193165,40689656.52759592
Victorian YMCA Community Programming Pty Ltd,Management of Active Melbourne recreation facilities,3615,2029-01-01,25754484.36700244,20511452.73013904,30641338.556468725
Victorian YMCA Community Programming Pty Ltd,Management of Active Melbourne recreation facilities,3615,2029-02-01,29397126.155184746,23970120.416433174,34670082.85416568
Victorian YMCA Community Programming Pty Ltd,Management of Active Melbourne recreation facilities,3615,2029-03-01,33448869.73026909,28357797.57358702,38404312.53393028
Victorian YMCA Community Programming Pty Ltd,Management of Active Melbourne recreation facilities,3615,2029-04-01,32603254.546207137,27592247.587419804,37753714.01012068
Victorian YMCA Community Programming Pty Ltd,Management of Active Melbourne recreation facilities,3615,2029-05-01,31168398.80005054,25794322.65924877,36206006.05777453
Victorian YMCA Community Programming Pty Ltd,Management of Active Melbourne recreation facilities,3615,2029-06-01,33097711.8915966,27843238.042700414,38439742.36715854
Victorian YMCA Community Programming Pty Ltd,Management of Active Melbourne recreation facilities,3615,2029-07-01,30246214.4966721,24895860.24610499,35382177.22245889
Victorian YMCA Community Programming Pty Ltd,Management of Active Melbourne recreation facilities,3615,2029-08-01,32461667.55844293,27059917.863085445,37995299.59917223
Victorian YMCA Community Programming Pty Ltd,Management of Active Melbourne recreation facilities,3615,2029-09-01,32736362.428340998,27550099.13527321,37960373.45855048
Victorian YMCA Community Programming Pty Ltd,Management of Active Melbourne recreation facilities,3615,2029-10-01,31255085.89040361,26421312.049414866,36290978.53571213
Victorian YMCA Community Programming Pty Ltd,Management of Active Melbourne recreation facilities,3615,2029-11-01,30498138.052019943,25422823.42154348,35616974.65771909
Victorian YMCA Community Programming Pty Ltd,Management of Active Melbourne recreation facilities,3615,2029-12-01,33506594.56557526,28573661.71606031,38884358.70489223
Victorian YMCA Community Programming Pty Ltd,Management of Active Melbourne recreation facilities,3615,2030-01-01,26770481.12273637,21563022.691258248,31930603.91117237
Victorian YMCA Community Programming Pty Ltd,Management of Active Melbourne recreation facilities,3615,2030-02-01,27838071.243422173,22592122.72237104,33031691.478758797
Victorian YMCA Community Programming Pty Ltd,Management of Active Melbourne recreation facilities,3615,2030-03-01,31561610.29242442,26545236.905957703,36715816.85876484
Victorian YMCA Community Programming Pty Ltd,Management of Active Melbourne recreation facilities,3615,2030-04-01,32068457.175392646,27277526.931842905,37180574.123193406
Victorian YMCA Community Programming Pty Ltd,Management of Active Melbourne recreation facilities,3615,2030-05-01,30051705.44409329,24590407.308761705,35037427.51786164
Victorian YMCA Community Programming Pty Ltd,Management of Active Melbourne recreation facilities,3615,2030-06-01,32397903.879781827,27036001.949592825,37414260.971600205
Victorian YMCA Community Programming Pty Ltd,Management of Active Melbourne recreation facilities,3615,2030-07-01,29525168.686149903,24197700.35178725,35147987.50518233
Victorian YMCA Community Programming Pty Ltd,Management of Active Melbourne recreation facilities,3615,2030-08-01,32393156.38075443,27144494.245375477,37391783.801139794
Victorian YMCA Community Programming Pty Ltd,Management of Active Melbourne recreation facilities,3615,2030-09-01,30173288.1608483,25099082.21122931,35644869.464985035
Victorian YMCA Community Programming Pty Ltd,Management of Active Melbourne recreation facilities,3615,2030-10-01,30391160.351677462,25068072.269145004,35902630.5851944
Victorian YMCA Community Programming Pty Ltd,Management of Active Melbourne recreation facilities,3615,2030-11-01,29968322.453685906,24472328.993203,34834612.64789211
Victorian YMCA Community Programming Pty Ltd,Management of Active Melbourne recreation facilities,3615,2030-12-01,31770183.653604034,26296645.95721827,36663510.18842812
Victorian YMCA Community Programming Pty Ltd,Management of Active Melbourne recreation facilities,3615,2031-01-01,27784165.463430192,22233657.838216435,33230069.363996208
